,id,title,genres,popularity,production_companies,release_date,budget,revenue,runtime,vote_average,vote_count,month,year,day_of_week,weighted_vote,popularity_category
771,41154,Men in Black 3,Action,39.349,Columbia Pictures,2012-05-23,225000000.0,624026776.0,106.0,6.498,9320.0,5,2012,2,6.498193798449613,High
772,9532,Final Destination,Horror,39.313,New Line Cinema,2000-03-17,23000000.0,112880294.0,98.0,6.6,4771.0,3,2000,4,6.582671980592618,High
773,1949,Zodiac,Crime,39.264,Paramount,2007-03-02,65000000.0,84785914.0,157.0,7.5,9090.0,3,2007,4,7.400891972249752,High
774,34134,Barbie in A Mermaid Tale,Animation,39.222,Mattel Entertainment,2010-01-25,15000000.0,16441438.0,75.0,7.2,635.0,1,2010,0,6.771865443425076,High
775,217,Indiana Jones and the Kingdom of the Crystal Skull,Adventure,39.209,Paramount,2008-05-21,185000000.0,786636033.0,122.0,6.0,7136.0,5,2008,2,6.061455260570305,High
776,428078,Mortal Engines,Adventure,39.182,Scholastic Productions,2018-11-27,100000000.0,83869818.0,129.0,6.2,4067.0,11,2018,1,6.259206631142688,High
777,77,Memento,Mystery,39.16,Summit Entertainment,2000-10-11,9000000.0,39723096.0,113.0,8.191,13128.0,10,2000,2,8.071308607021518,High
778,390043,The Hitman's Bodyguard,Action,39.148,Campbell Grobman Films,2017-08-16,30000000.0,176586701.0,118.0,6.882,5496.0,8,2017,2,6.823194581280788,High
779,228161,Home,Fantasy,39.146,DreamWorks Animation,2015-03-18,135000000.0,368871007.0,94.0,6.781,3531.0,3,2015,2,6.718982785257118,High
780,64635,Total Recall,Action,39.137,Columbia Pictures,2012-08-02,125000000.0,198802074.0,118.0,6.0,4911.0,8,2012,3,6.084588056166469,High
781,14869,G.I. Joe: The Rise of Cobra,Adventure,39.089,Paramount,2009-08-03,175000000.0,302469017.0,118.0,5.8,4120.0,8,2009,0,5.93671875,High
782,82507,Sinister,Horror,39.079,Automatik Entertainment,2012-03-29,3000000.0,82515113.0,110.0,6.9,4776.0,3,2012,3,6.8307479224376735,High
783,539892,Freaks,Science Fiction,39.065,Bloomgarden Films,2019-09-13,15000000.0,333593.0,105.0,6.8,899.0,9,2019,4,6.642022116903633,High
784,10054,Spy Kids,Action,39.015,Miramax,2001-03-18,35000000.0,147934180.0,88.0,5.8,2986.0,3,2001,6,5.975614651279478,High
785,522627,The Gentlemen,Comedy,38.999,Miramax,2020-01-01,22000000.0,115171795.0,113.0,7.682,4700.0,1,2020,2,7.474631578947369,High
786,448119,Dolittle,Family,38.995,Universal Pictures,2020-01-02,175000000.0,251410631.0,101.0,6.7,3201.0,1,2020,3,6.652392287550583,High
787,9072,Little Man,Comedy,38.956,Abbolita Productions,2006-08-31,64000000.0,101595121.0,98.0,5.9,1439.0,8,2006,3,6.146002460024601,High
788,440,Aliens vs Predator: Requiem,Fantasy,38.953,Dune Entertainment,2007-12-25,40000000.0,130290885.0,94.0,5.1,2436.0,12,2007,1,5.507450523864959,High
789,501170,Doctor Sleep,Horror,38.921,Vertigo Entertainment,2019-10-30,45000000.0,72381712.0,152.0,7.147,3700.0,10,2019,2,7.009340425531915,High
790,161,Ocean's Eleven,Thriller,38.898,Village Roadshow Pictures,2001-12-07,85000000.0,450717150.0,116.0,7.4,10310.0,12,2001,4,7.320424403183024,High
791,565028,Candyman,Horror,38.878,Metro,2021-08-25,25000000.0,77411570.0,91.0,6.1,1223.0,8,2021,2,6.279937022042285,High
792,9373,The Texas Chainsaw Massacre,Horror,38.807,New Line Cinema,2003-05-21,9500000.0,107363905.0,98.0,6.2,2242.0,5,2003,2,6.292535471930908,High
793,423,The Pianist,Drama,38.77,Canal+ Polska,2002-09-17,35000000.0,120072577.0,150.0,8.382,7891.0,9,2002,1,8.170325272747721,High
794,8961,Bad Boys II,Adventure,38.726,Columbia Pictures,2003-07-18,130000000.0,273339556.0,147.0,6.59,4725.0,7,2003,4,6.574279475982532,High
795,254,King Kong,Adventure,38.676,WingNut Films,2005-12-12,207000000.0,562363449.0,187.0,6.856,6982.0,12,2005,0,6.811399649210724,High
796,10200,The Day the Earth Stood Still,Drama,38.657,Dune Entertainment III,2008-12-10,80000000.0,233093859.0,104.0,5.583,2974.0,12,2008,2,5.813749874182184,High
797,47933,Independence Day: Resurgence,Action,38.594,20th Century Fox,2016-06-22,165000000.0,389681935.0,120.0,5.3,5475.0,6,2016,2,5.485328185328185,High
798,2501,The Bourne Identity,Action,38.417,Universal Pictures,2002-06-14,60000000.0,214034224.0,119.0,7.5,8235.0,6,2002,4,7.391716296697347,High
799,136795,The Heat,Action,38.37,Chernin Entertainment,2013-06-27,43000000.0,158674180.0,117.0,6.6,3585.0,6,2013,3,6.578189749182116,High
800,132232,Mama,Horror,38.359,Universal Pictures,2013-01-17,15000000.0,146497771.0,100.0,6.238,3732.0,1,2013,3,6.293367709213863,High
801,332562,A Star Is Born,Music,38.32,Thunder Road,2018-09-20,36000000.0,433888866.0,136.0,7.505,10721.0,9,2018,3,7.41925646275915,High
802,37169,The Human Centipede (First Sequence),Horror,38.298,Six Entertainment,2009-10-31,2011799.0,252207.0,92.0,5.231,1870.0,10,2009,5,5.6731602787456445,High
803,573531,Halo Legends,Animation,38.291,Casio Entertainment,2010-02-16,15000000.0,11000000.0,120.0,7.4,141.0,2,2010,1,6.611218229623137,High
804,274857,King Arthur: Legend of the Sword,Action,38.27,Village Roadshow Pictures,2017-05-10,175000000.0,148675066.0,126.0,6.533,5162.0,5,2017,2,6.527644595910419,High
805,1895,Star Wars: Episode III - Revenge of the Sith,Adventure,38.242,Lucasfilm,2005-05-17,113000000.0,850000000.0,140.0,7.398,12206.0,5,2005,1,7.330000605785249,High
806,88751,Journey to the Center of the Earth,Action,38.218,New Line Cinema,2008-07-10,45000000.0,101702060.0,93.0,6.0,4266.0,7,2008,3,6.094948727687049,High
807,141,Donnie Darko,Fantasy,38.202,Pandora Cinema,2001-10-24,6000000.0,7500000.0,114.0,7.785,11034.0,10,2001,2,7.67821921223201,High
808,393345,Cult of Chucky,Horror,38.202,Universal 1440 Entertainment,2017-10-12,6500000.0,2200000.0,91.0,5.8,1078.0,10,2017,3,6.136862367661212,High
809,10601,Peter Pan,Adventure,38.132,Revolution Studios,2003-12-18,100000000.0,121975011.0,113.0,7.173,2355.0,12,2003,3,6.97240387481371,High
810,9793,The Hills Have Eyes 2,Horror,38.035,Dune Entertainment,2007-03-22,15000000.0,37697773.0,89.0,5.5,1224.0,3,2007,3,5.949640287769784,High
811,112454,Clown,Horror,37.996,Zed Filmworks,2014-11-13,15000000.0,4381603.0,100.0,5.681,1163.0,11,2014,3,6.059640776699029,High
812,605,The Matrix Revolutions,Adventure,37.937,Village Roadshow Pictures,2003-11-05,150000000.0,424988211.0,129.0,6.701,8693.0,11,2003,2,6.680263385948623,High
813,9766,Gridiron Gang,Crime,37.901,Columbia Pictures,2006-09-15,30000000.0,41480851.0,125.0,7.0,835.0,9,2006,4,6.727520435967303,High
814,313297,Kubo and the Two Strings,Animation,37.861,Laika Entertainment,2016-08-18,60000000.0,76249438.0,102.0,7.6,3250.0,8,2016,3,7.341176470588234,High
815,530915,1917,War,37.846,DreamWorks Pictures,2019-12-25,100000000.0,394638258.0,119.0,7.986,10794.0,12,2019,2,7.86000373071053,High
816,14405,Beverly Hills Chihuahua,Comedy,37.815,Walt Disney Pictures,2008-10-03,20000000.0,149281606.0,91.0,5.3,921.0,10,2008,4,5.92467464862051,High
817,196867,Annie,Comedy,37.796,Marcy Media,2014-12-19,65000000.0,133821816.0,119.0,6.2,1181.0,12,2014,4,6.337551581843191,High
818,274855,Geostorm,Action,37.732,Artisan Entertainment,2017-10-13,120000000.0,221600160.0,109.0,6.072,4157.0,10,2017,4,6.154993988753152,High
819,9286,Final Destination 3,Horror,37.731,New Line Cinema,2006-02-09,25000000.0,118890272.0,93.0,6.067,3307.0,2,2006,3,6.167534014395171,High
820,576845,Last Night in Soho,Horror,37.702,Film4 Productions,2021-10-21,43000000.0,22957625.0,117.0,7.4,2364.0,10,2021,3,7.1324613555291325,High
821,338762,Bloodshot,Action,37.612,Cross Creek Pictures,2020-03-05,42000000.0,39861118.0,110.0,6.782,4523.0,3,2020,3,6.730940793047258,High
822,206647,Spectre,Action,37.587,Columbia Pictures,2015-10-26,245000000.0,880674609.0,148.0,6.524,9577.0,10,2015,0,6.5217309255932685,High
823,316029,The Greatest Showman,Drama,37.565,20th Century Fox,2017-12-20,84000000.0,432844677.0,105.0,7.918,8522.0,12,2017,2,7.76908170552405,High
824,302156,Criminal,Action,37.559,Millennium Films,2016-04-07,31500000.0,14708696.0,113.0,6.1,1517.0,4,2016,3,6.258919348430672,High
825,256274,"As Above, So Below",Horror,37.517,Brothers Dowdle Productions,2014-08-14,5000000.0,41900000.0,93.0,6.6,2923.0,8,2014,3,6.5745093041040015,High
826,218043,Left Behind,Thriller,37.497,Stoney Lake Entertainment,2014-10-03,16000000.0,19682924.0,110.0,4.2,1142.0,10,2014,4,5.273762838468721,High
827,189,Sin City: A Dame to Kill For,Crime,37.478,Miramax,2014-08-20,65000000.0,39407616.0,102.0,6.358,3377.0,8,2014,2,6.390442312085903,High
828,72710,The Host,Action,37.433,Open Road Films,2013-03-22,44000000.0,63327201.0,125.0,6.288,3684.0,3,2013,4,6.333260461144321,High
829,752,V for Vendetta,Action,37.41,Warner Bros. Pictures,2006-02-23,54000000.0,132511035.0,132.0,7.901,12940.0,2,2006,3,7.8004978479196545,High
830,1824,50 First Dates,Comedy,37.306,Columbia Pictures,2004-02-13,75000000.0,196482882.0,99.0,6.828,6413.0,2,2004,4,6.783753406178335,High
831,41630,No Strings Attached,Comedy,37.267,Katalyst Films,2011-01-21,25000000.0,149228077.0,107.0,6.3,4210.0,1,2011,4,6.338387715930901,High
832,55301,Alvin and the Chipmunks: Chipwrecked,Comedy,37.189,20th Century Fox,2011-12-14,75000000.0,342695435.0,87.0,5.697,1915.0,12,2011,2,5.972471698113207,High
833,12279,Spy Kids 3-D: Game Over,Action,37.163,Dimension Films,2003-07-25,38000000.0,197011982.0,84.0,5.079,1927.0,7,2003,4,5.56448001366587,High
834,381283,mother!,Drama,37.144,Protozoa Pictures,2017-09-13,30000000.0,44516999.0,121.0,6.979,6049.0,9,2017,2,6.911047098879274,High
835,222935,The Fault in Our Stars,Romance,37.131,Fox 2000 Pictures,2014-05-16,14000000.0,307166834.0,126.0,7.602,10341.0,5,2014,4,7.50483043823296,High
836,23398,Alvin and the Chipmunks: The Squeakquel,Comedy,37.126,20th Century Fox,2009-12-21,75000000.0,443140005.0,88.0,5.644,2541.0,12,2009,0,5.885739621575826,High
837,291870,Dirty Grandpa,Comedy,37.114,Lionsgate,2016-01-20,11500000.0,94073028.0,102.0,5.9,3939.0,1,2016,2,6.021482081392995,High
838,41513,The Smurfs,Animation,37.092,Columbia Pictures,2011-07-29,110000000.0,563749323.0,103.0,5.775,3341.0,7,2011,4,5.942012209168395,High
839,2059,National Treasure,Adventure,37.029,Walt Disney Pictures,2004-11-19,100000000.0,347512318.0,131.0,6.595,5595.0,11,2004,4,6.580595147839272,High
840,205,Hotel Rwanda,Drama,36.942,Lions Gate Films,2004-03-04,17500000.0,38000000.0,121.0,7.7,2408.0,3,2004,3,7.347887323943661,High
841,133121,Resident Evil: Damnation,Animation,36.906,Sony Pictures,2012-09-25,15000000.0,2325035.0,100.0,6.8,689.0,9,2012,1,6.622380106571936,High
842,363676,Sully,Drama,36.902,Malpaso Productions,2016-09-07,60000000.0,240797623.0,96.0,7.2,6433.0,9,2016,2,7.105825373335127,High
843,656663,Jackass Forever,Comedy,36.798,Paramount,2022-02-01,10000000.0,80340218.0,96.0,6.8,576.0,2,2022,1,6.609644670050762,High
844,645788,The Protégé,Action,36.769,Ingenious Media,2021-08-19,15000000.0,8639684.0,109.0,6.6,753.0,8,2021,3,6.542954934398175,High
845,107846,Escape Plan,Action,36.67,Knightsbridge Entertainment,2013-10-09,50000000.0,122915111.0,115.0,6.721,4599.0,10,2013,2,6.681528665833184,High
846,590223,Love and Monsters,Comedy,36.658,21 Laps Entertainment,2020-10-16,30000000.0,1122066.0,109.0,7.4,3402.0,10,2020,4,7.1955474784189,High
847,58595,Snow White and the Huntsman,Adventure,36.641,Universal Pictures,2012-05-30,170000000.0,396600000.0,127.0,6.0,7316.0,5,2012,2,6.060125060125061,High
848,429351,12 Strong,War,36.558,Jerry Bruckheimer Films,2018-01-16,35000000.0,67450815.0,130.0,6.2,2489.0,1,2018,1,6.285984522785898,High
849,278924,Mechanic: Resurrection,Action,36.548,Davis Films,2016-08-25,40000000.0,125729635.0,98.0,5.931,2914.0,8,2016,3,6.07637557485948,High
850,257445,Goosebumps,Adventure,36.492,Columbia Pictures,2015-08-05,58000000.0,158162788.0,103.0,6.316,3376.0,8,2015,2,6.358047531992687,High
851,758330,"Good Luck to You, Leo Grande",Comedy,36.41,Cornerstone Films,2022-06-17,15000000.0,7589829.0,97.0,7.0,246.0,6,2022,4,6.598715890850723,High
852,167032,Curse of Chucky,Horror,36.386,Universal 1440 Entertainment,2013-10-08,5000000.0,3800000.0,97.0,5.9,1334.0,10,2013,1,6.157069408740361,High
853,855,Black Hawk Down,Action,36.355,Jerry Bruckheimer Films,2001-12-28,92000000.0,172989651.0,145.0,7.365,4920.0,12,2001,4,7.218885135135134,High
854,348350,Solo: A Star Wars Story,Science Fiction,36.351,Lucasfilm,2018-05-15,250000000.0,392952373.0,135.0,6.6,7598.0,5,2018,1,6.58836938822982,High
855,7980,The Lovely Bones,Fantasy,36.281,DreamWorks Pictures,2009-02-19,65000000.0,93621340.0,136.0,7.1,4060.0,2,2009,3,6.981422924901186,High
856,1690,Hostel,Horror,36.261,International Production Company,2005-09-17,4800000.0,81979826.0,94.0,5.9,3096.0,9,2005,5,6.046484375,High
857,282035,The Mummy,Fantasy,36.243,Secret Hideout,2017-06-06,125000000.0,409231607.0,110.0,5.502,6500.0,6,2017,1,5.635066666666667,High
858,49040,The Bourne Legacy,Action,36.241,Universal Pictures,2012-08-08,130000000.0,276572938.0,135.0,6.2,5123.0,8,2012,2,6.248995590396864,High
859,524369,The Many Saints of Newark,Crime,36.227,New Line Cinema,2021-09-22,15000000.0,11620603.0,120.0,6.5,497.0,9,2021,2,6.500000000000001,High
860,955,Mission: Impossible II,Adventure,36.22,Paramount,2000-05-24,125000000.0,546388105.0,123.0,6.1,5665.0,5,2000,2,6.160015003750937,High
861,522241,The Courier,Thriller,36.207,SunnyMarch,2020-01-24,15000000.0,26000000.0,112.0,7.047,880.0,1,2020,4,6.756042553191489,High
862,11978,Men of Honor,Drama,36.184,Fox 2000 Pictures,2000-09-13,32000000.0,82343495.0,129.0,7.4,1934.0,9,2000,2,7.093251533742331,High
863,278927,The Jungle Book,Family,36.14,Walt Disney Pictures,2016-04-07,175000000.0,966550600.0,106.0,6.857,7404.0,4,2016,3,6.814520228462637,High
864,17654,District 9,Science Fiction,36.12,TriStar Pictures,2009-08-05,30000000.0,210819611.0,112.0,7.417,8371.0,8,2009,2,7.319144915163803,High
865,36586,Blade II,Fantasy,36.118,New Line Cinema,2002-03-22,54000000.0,155010032.0,117.0,6.507,4106.0,3,2002,4,6.505629063846455,High
866,340102,The New Mutants,Horror,36.118,Sunswept Entertainment,2020-08-26,67000000.0,49169594.0,94.0,6.2,2940.0,8,2020,2,6.276142131979696,High
867,591,The Da Vinci Code,Thriller,36.071,Imagine Entertainment,2006-05-17,125000000.0,767820459.0,149.0,6.716,8326.0,5,2006,2,6.692838944885267,High
868,415842,American Assassin,Action,36.063,Di Bonaventura Pictures,2017-09-14,33000000.0,67200000.0,112.0,6.4,2638.0,9,2017,3,6.427487630566246,High
869,608,Men in Black II,Action,36.032,Columbia Pictures,2002-07-03,140000000.0,445135288.0,88.0,6.354,8862.0,7,2002,2,6.368804299330764,High
870,16871,Drag Me to Hell,Horror,36.014,Universal Pictures,2009-03-15,30000000.0,90810892.0,99.0,6.4,3182.0,3,2009,6,6.4239120038259205,High
871,5559,Bee Movie,Family,35.975,DreamWorks Animation,2007-11-02,150000000.0,287594577.0,91.0,6.002,4286.0,11,2007,4,6.096211123723042,High
872,194662,Birdman or (The Unexpected Virtue of Ignorance),Drama,35.974,TSG Entertainment,2014-10-17,18000000.0,103215094.0,120.0,7.5,11793.0,10,2014,4,7.421832252012819,High
873,9738,Fantastic Four,Action,35.959,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG,2005-06-29,100000000.0,333535934.0,106.0,5.771,8447.0,6,2005,2,5.848167354715782,High
874,118340,Guardians of the Galaxy,Action,35.957,Marvel Studios,2014-07-30,170000000.0,772776600.0,121.0,7.9,25586.0,7,2014,2,7.847340705634544,High
875,585216,Escape Room: Tournament of Champions,Horror,35.945,Columbia Pictures,2021-07-01,15000000.0,65774490.0,88.0,6.7,1464.0,7,2021,3,6.618831168831169,High
876,49849,Cowboys & Aliens,Action,35.929,DreamWorks Pictures,2011-07-29,163000000.0,174822325.0,119.0,5.574,4480.0,7,2011,4,5.742978102189781,High
877,119698,The Dinosaur Project,Adventure,35.924,Moonlighting Films,2012-08-09,15000000.0,2412576.0,83.0,5.6,245.0,8,2012,3,6.32289156626506,High
878,10229,A Walk to Remember,Drama,35.913,Warner Bros. Pictures,2002-01-25,11800000.0,47494916.0,101.0,7.747,3656.0,1,2002,4,7.4791735395189,High
879,480881,Let There Be Light,Drama,35.897,Vitamin A Films,2017-10-27,3000000.0,7240000.0,100.0,6.2,53.0,10,2017,4,6.484900284900284,High
880,267860,London Has Fallen,Action,35.828,Gramercy Pictures,2016-03-02,60000000.0,205754447.0,99.0,6.2,4204.0,3,2016,2,6.257647963105304,High
881,9488,Spy Kids 2: The Island of Lost Dreams,Action,35.783,Dimension Films,2002-08-07,38000000.0,119723358.0,100.0,5.6,1863.0,8,2002,2,5.914355571079287,High
882,55846,Blitz,Crime,35.782,Lipsync Productions,2011-05-20,15774948.0,15800000.0,97.0,6.2,1406.0,5,2011,4,6.324688279301746,High
883,454619,Overboard,Romance,35.738,Metro,2018-04-13,12000000.0,91244913.0,112.0,6.7,1234.0,4,2018,4,6.6104744852282895,High
884,9358,Final Destination 2,Horror,35.728,New Line Cinema,2003-01-31,26000000.0,90941129.0,90.0,6.2,3462.0,1,2003,4,6.267234424025101,High
885,8358,Cast Away,Adventure,35.706,Playtone,2000-12-22,90000000.0,429632142.0,143.0,7.656,10063.0,12,2000,4,7.55150754768146,High
886,311324,The Great Wall,Action,35.686,Universal Pictures,2016-12-16,150000000.0,331957105.0,103.0,5.987,4529.0,12,2016,4,6.07978350515464,High
887,120467,The Grand Budapest Hotel,Comedy,35.669,Fox Searchlight Pictures,2014-02-26,30000000.0,174600318.0,100.0,8.1,13129.0,2,2014,2,7.986757732323589,High
888,2309,Inkheart,Adventure,35.628,New Line Cinema,2008-12-11,60000000.0,62803180.0,106.0,6.288,1905.0,12,2008,3,6.360977624784853,High
889,1593,Night at the Museum,Action,35.61,1492 Pictures,2006-12-20,110000000.0,574480841.0,108.0,6.566,9165.0,12,2006,2,6.5595071323167735,High
890,574060,Gunpowder Milkshake,Action,35.57,Canal+,2021-07-14,30000000.0,1015760.0,114.0,6.4,758.0,7,2021,2,6.456882821387941,High
891,3981,What Women Want,Comedy,35.56,Paramount,2000-12-15,70000000.0,374111707.0,127.0,6.4,3420.0,12,2000,4,6.4226244343891405,High
892,9297,Monster House,Animation,35.521,Amblin Entertainment,2006-06-30,75000000.0,140175006.0,91.0,6.7,3412.0,6,2006,4,6.654669084315503,High
893,11917,Saw V,Horror,35.517,Twisted Pictures,2008-10-23,10800000.0,113864059.0,95.0,6.2,2927.0,10,2008,3,6.276394194041253,High
894,2123,"Me, Myself & Irene",Comedy,35.48,Conundrum Entertainment,2000-06-22,51000000.0,149270999.0,116.0,6.583,3335.0,6,2000,3,6.563853517877741,High
895,6795,Zathura: A Space Adventure,Science Fiction,35.462,Teitler Film,2005-11-06,65000000.0,65079104.0,101.0,6.4,2837.0,11,2005,6,6.42606202762575,High
896,252838,The Wedding Ringer,Comedy,35.454,Miramax,2015-01-16,23000000.0,79799880.0,101.0,6.5,1431.0,1,2015,4,6.5,High
897,393457,Fences,Drama,35.41,Paramount,2016-12-16,24000000.0,64414761.0,139.0,6.9,2360.0,12,2016,4,6.780952380952381,High
898,460019,Truth or Dare,Thriller,35.395,Blumhouse Productions,2018-04-12,3500000.0,95330493.0,101.0,5.975,3638.0,4,2018,3,6.08819534282018,High
899,809140,Father Stu,Drama,35.297,Municipal Pictures,2022-04-13,4000000.0,21591034.0,124.0,7.4,394.0,4,2022,2,6.754375896700144,High
900,75174,The Grey,Drama,35.291,Scott Free Productions,2012-01-26,25000000.0,77278331.0,117.0,6.6,3405.0,1,2012,3,6.577298524404085,High
901,136400,2 Guns,Action,35.266,Universal Pictures,2013-08-02,61000000.0,131940411.0,109.0,6.5,3665.0,8,2013,4,6.5,High
902,76617,Texas Chainsaw 3D,Horror,35.265,Nu Image,2013-01-03,10000000.0,47340586.0,92.0,5.5,1408.0,1,2013,3,5.915282392026578,High
903,10066,House of Wax,Horror,35.252,Village Roadshow Pictures,2005-04-30,40000000.0,68766121.0,113.0,5.91,2598.0,4,2005,5,6.073979988882712,High
904,531499,The Tax Collector,Action,35.247,Cross Creek Pictures,2020-08-07,30000000.0,942666.0,95.0,5.7,396.0,8,2020,4,6.2730659025787965,High
905,332210,Storks,Adventure,35.246,Warner Bros. Pictures,2016-09-22,70000000.0,182379278.0,87.0,6.6,2058.0,9,2016,3,6.567298888162197,High
906,13183,Watchmen,Action,35.221,Paramount,2009-03-04,130000000.0,185258983.0,163.0,7.3,8098.0,3,2009,2,7.212068586502529,High
907,49520,The Change-Up,Comedy,35.221,Universal Pictures,2011-08-05,52000000.0,75450437.0,112.0,6.121,2436.0,8,2011,4,6.231302677532014,High
908,16325,Echelon Conspiracy,Action,35.156,Dark Castle Entertainment,2009-02-27,15000000.0,2186782.0,105.0,6.3,391.0,2,2009,4,6.443781452192667,High
909,41439,Saw 3D,Horror,35.073,Lionsgate,2010-10-21,20000000.0,136151680.0,90.0,5.98,2521.0,10,2010,3,6.127685316671401,High
910,133805,Carrie,Drama,35.056,Metro,2013-10-16,30000000.0,82394288.0,100.0,6.02,3989.0,10,2013,2,6.116211665664462,High
911,737568,The Doorman,Action,35.044,Lionsgate,2020-10-01,15000000.0,307873.0,97.0,5.9,344.0,10,2020,3,6.346428571428572,High
912,315837,Ghost in the Shell,Action,34.952,Weying Galaxy Entertainment,2017-03-29,110000000.0,169801921.0,107.0,6.063,7356.0,3,2017,2,6.115297750119674,High
913,9880,The Princess Diaries,Comedy,34.93,Bottom of the Ninth Productions,2001-08-03,37000000.0,165335153.0,115.0,6.939,4403.0,8,2001,4,6.85774884323524,High
914,10315,Fantastic Mr. Fox,Adventure,34.897,Regency Enterprises,2009-10-23,40000000.0,46471023.0,87.0,7.8,4438.0,10,2009,4,7.56094152261861,High
915,616,The Last Samurai,Drama,34.823,Warner Bros. Pictures,2003-12-05,140000000.0,456758981.0,154.0,7.563,6025.0,12,2003,4,7.411683274021352,High
916,322,Mystic River,Thriller,34.804,Warner Bros. Pictures,2003-01-01,25000000.0,156822020.0,138.0,7.747,5681.0,1,2003,2,7.56035129471636,High
917,588,Silent Hill,Horror,34.802,TriStar Pictures,2006-04-21,50000000.0,100605135.0,125.0,6.539,3716.0,4,2006,4,6.5307302798982185,High
918,515001,Jojo Rabbit,Comedy,34.773,Fox Searchlight Pictures,2019-10-18,14000000.0,82468705.0,108.0,8.059,8213.0,10,2019,4,7.889782589818734,High
919,25853,Dahmer,Crime,34.758,Peninsula Films,2002-06-21,250000.0,144008.0,101.0,5.3,236.0,6,2002,4,6.270873786407767,High
920,663,Saw IV,Horror,34.737,Twisted Pictures,2007-10-25,10000000.0,139352633.0,96.0,6.147,3156.0,10,2007,3,6.231937439846005,High
921,4982,American Gangster,Drama,34.701,Film Rites,2007-11-02,100000000.0,266465037.0,157.0,7.6,4717.0,11,2007,4,7.407591394087808,High
922,2502,The Bourne Supremacy,Action,34.593,Universal Pictures,2004-07-23,75000000.0,288500217.0,108.0,7.3,6664.0,7,2004,4,7.19561586638831,High
923,1422,The Departed,Drama,34.527,Vertigo Entertainment,2006-10-04,90000000.0,291465000.0,151.0,8.164,13185.0,10,2006,2,8.046692985548113,High
924,51828,One Day,Drama,34.489,Color Force,2011-03-02,15000000.0,59389433.0,107.0,7.4,3756.0,3,2011,2,7.2107653490328,High
925,520946,100% Wolf,Animation,34.483,Flying Bark Productions,2020-06-26,15000000.0,4608579.0,96.0,6.0,261.0,6,2020,4,6.396510705789056,High
926,258509,Alvin and the Chipmunks: The Road Chip,Adventure,34.479,Regency Enterprises,2015-12-17,90000000.0,233755553.0,92.0,6.0,1421.0,12,2015,3,6.206526228831061,High
927,23629,Sucker Punch,Action,34.412,Warner Bros. Pictures,2011-03-24,82000000.0,89792502.0,110.0,6.168,4223.0,3,2011,3,6.231565000957304,High
928,10320,The Ring Two,Drama,34.409,DreamWorks Pictures,2005-03-17,50000000.0,161451538.0,110.0,5.7,2008.0,3,2005,3,5.965957446808511,High
929,302699,Central Intelligence,Action,34.346,New Line Cinema,2016-06-15,50000000.0,216972543.0,107.0,6.4,5202.0,6,2016,2,6.416123831022251,High
930,11619,Flushed Away,Adventure,34.341,DreamWorks Animation,2006-10-22,149000000.0,178120010.0,84.0,6.2,3311.0,10,2006,6,6.269589422407795,High
931,266856,The Theory of Everything,Drama,34.31,Working Title Films,2014-11-26,15000000.0,123726688.0,123.0,7.864,9799.0,11,2014,2,7.737692008519307,High
932,60747,Red Dawn,Action,34.29,Metro,2012-03-15,65000000.0,44806783.0,93.0,5.661,1378.0,3,2012,3,6.013817493692177,High
933,277,Underworld,Fantasy,34.278,Screen Gems,2003-09-19,22000000.0,95708457.0,122.0,6.8,5495.0,9,2003,4,6.753810623556582,High
934,43074,Ghostbusters,Action,34.274,Ghost Corps,2016-07-14,144000000.0,229147509.0,117.0,5.4,5774.0,7,2016,3,5.562385591969294,High
935,9509,Man on Fire,Action,34.226,Regency Enterprises,2004-04-23,70000000.0,130293714.0,146.0,7.4,4406.0,4,2004,4,7.233518312985572,High
936,13387,Transporter 3,Action,34.183,Canal+,2008-11-26,30000000.0,108979549.0,104.0,6.1,2950.0,11,2008,2,6.201265822784809,High
937,4108,The Transporter,Action,34.128,Canal+,2002-10-02,21000000.0,43928932.0,92.0,6.684,4646.0,10,2002,2,6.651410556145944,High
938,535845,Brian Banks,Drama,34.122,ShivHans Pictures,2019-08-09,10000000.0,4300000.0,99.0,7.3,174.0,8,2019,4,6.618568994889268,High
939,72431,Red Tails,Drama,34.105,Lucasfilm Ltd.,2012-01-19,58000000.0,50365377.0,125.0,6.5,531.0,1,2012,3,6.5,High
940,253412,Everest,Adventure,34.102,Universal Pictures,2015-09-10,55000000.0,203427584.0,121.0,6.8,4393.0,9,2015,3,6.744372334507695,High
941,11451,Herbie Fully Loaded,Comedy,34.099,Walt Disney Pictures,2005-06-22,50000000.0,144146816.0,100.0,5.7,2054.0,6,2005,2,5.961951538965292,High
942,47964,A Good Day to Die Hard,Action,34.079,Mid Atlantic Films,2013-02-06,92000000.0,304654182.0,98.0,5.3,5796.0,2,2013,2,5.476574455562095,High
943,188927,Star Trek Beyond,Action,34.073,Paramount,2016-07-07,185000000.0,343471816.0,122.0,6.8,5989.0,7,2016,3,6.75707540420661,High
944,11024,Scooby-Doo 2: Monsters Unleashed,Mystery,34.015,Warner Bros. Pictures,2004-03-24,80000000.0,181466833.0,93.0,6.0,2380.0,3,2004,2,6.147928994082841,High
