,id,title,genres,popularity,production_companies,release_date,budget,revenue,runtime,vote_average,vote_count,month,year,day_of_week,weighted_vote,popularity_category
0,76600,Avatar: The Way of Water,Science Fiction,9366.788,20th Century Studios,2022-12-14,350000000.0,2312335665.0,192.0,7.751,6748.0,12,2022,2,7.589538977800723,High
1,505642,Black Panther: Wakanda Forever,Action,2525.408,Marvel Studios,2022-11-09,250000000.0,858535561.0,162.0,7.338,3922.0,11,2022,2,7.167744006501422,High
2,315162,Puss in Boots: The Last Wish,Animation,2078.28,DreamWorks Animation,2022-12-07,90000000.0,463087568.0,103.0,8.363,4671.0,12,2022,2,8.034486510315642,High
3,937278,A Man Called Otto,Comedy,1545.382,Playtone,2022-12-28,50000000.0,103842303.0,126.0,7.811,540.0,12,2022,2,6.959701298701299,High
4,758009,Shotgun Wedding,Action,1043.225,Lionsgate,2022-12-28,15000000.0,4495365.0,101.0,6.334,618.0,12,2022,2,6.436595797280594,High
5,536554,M3GAN,Science Fiction,1025.776,Atomic Monster,2022-12-28,12000000.0,167643991.0,102.0,7.423,2113.0,12,2022,2,7.126501445550915,High
6,436270,Black Adam,Action,783.781,New Line Cinema,2022-10-19,200000000.0,392952111.0,125.0,7.137,4391.0,10,2022,2,7.018840103876831,High
7,785084,The Whale,Drama,686.66,A24,2022-12-09,3000000.0,36752010.0,117.0,8.043,1559.0,12,2022,4,7.440030089878858,High
8,653851,Devotion,War,594.786,Black Label Media,2022-11-23,90000000.0,20000000.0,139.0,7.4,346.0,11,2022,2,6.731352154531948,High
9,668482,Roald Dahl's Matilda the Musical,Family,548.57,Working Title Films,2022-11-25,25000000.0,13276499.0,117.0,6.917,496.0,11,2022,4,6.638256684491978,High
10,676547,Prey for the Devil,Horror,527.65,Lionsgate,2022-10-23,15000000.0,37655699.0,93.0,7.209,544.0,10,2022,6,6.7498031088082895,High
11,19995,Avatar,Action,521.164,Dune Entertainment,2009-12-15,237000000.0,2920357254.0,162.0,7.567,28557.0,12,2009,1,7.530900260513584,High
12,661374,Glass Onion: A Knives Out Mystery,Comedy,430.749,T,2022-11-23,40000000.0,13280000.0,140.0,7.095,3584.0,11,2022,2,6.965200698080278,High
13,634649,Spider-Man: No Way Home,Action,412.963,Marvel Studios,2021-12-15,200000000.0,1921847111.0,148.0,8.0,17029.0,12,2021,2,7.9168007099672755,High
14,899112,Violent Night,Action,407.163,87North Productions,2022-11-30,20000000.0,75734910.0,112.0,7.576,1265.0,11,2022,2,7.10094481236203,High
15,724495,The Woman King,Action,398.983,TriStar Pictures,2022-09-16,50000000.0,91000000.0,135.0,7.798,1319.0,9,2022,4,7.238275981026303,High
16,615777,Babylon,Drama,397.966,Paramount,2022-12-22,78000000.0,56351455.0,189.0,7.6,1288.0,12,2022,3,7.119230769230769,High
17,616037,Thor: Love and Thunder,Fantasy,394.087,Marvel Studios,2022-07-06,250000000.0,760928081.0,119.0,6.625,5488.0,7,2022,2,6.605733662145499,High
18,646385,Scream,Horror,386.685,Paramount,2022-01-12,24000000.0,140041405.0,114.0,6.713,2130.0,1,2022,2,6.644948881789137,High
19,361743,Top Gun: Maverick,Action,372.213,Skydance Media,2022-05-24,170000000.0,1488732821.0,131.0,8.303,6246.0,5,2022,1,8.054173060999172,High
20,551271,Medieval,History,368.367,JBJ Film,2022-09-08,23000000.0,4311284.0,126.0,7.209,339.0,9,2022,3,6.679500373412995,High
21,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure,363.431,Walt Disney Pictures,2005-12-07,180000000.0,745013115.0,143.0,7.12,9361.0,12,2005,2,7.0601602161953485,High
22,545611,Everything Everywhere All at Once,Action,360.06,AGBO,2022-03-24,25000000.0,114900000.0,140.0,7.892,4164.0,3,2022,3,7.622441518202944,High
23,414906,The Batman,Crime,344.174,6th & Idaho,2022-03-02,185000000.0,770945583.0,177.0,7.708,7599.0,3,2022,2,7.567518548668451,High
24,663712,Terrifier 2,Horror,338.682,Dark Age Cinema,2022-10-06,250000.0,12400000.0,138.0,6.966,1033.0,10,2022,3,6.736782095425479,High
25,480530,Creed II,Drama,329.063,Metro,2018-11-21,50000000.0,214215889.0,130.0,6.99,4667.0,11,2018,2,6.903534497970708,High
26,507086,Jurassic World Dominion,Adventure,326.317,Amblin Entertainment,2022-06-01,165000000.0,1001978080.0,147.0,6.9,4493.0,6,2022,2,6.827180047332969,High
27,312221,Creed,Drama,320.743,Metro,2015-11-25,37000000.0,173567581.0,133.0,7.405,6549.0,11,2015,2,7.285116571731356,High
28,877269,Strange World,Animation,318.312,Walt Disney Pictures,2022-11-23,180000000.0,73621640.0,102.0,6.513,831.0,11,2022,2,6.5059000546149655,High
29,760741,Beast,Thriller,313.132,RVK Studios,2022-08-11,15000000.0,56000000.0,93.0,6.9,1020.0,8,2022,3,6.701980198019802,High
30,299536,Avengers: Infinity War,Adventure,309.28,Marvel Studios,2018-04-25,300000000.0,2046239637.0,149.0,8.263,26445.0,4,2018,2,8.198762433958827,High
31,718930,Bullet Train,Action,302.905,87North Productions,2022-07-03,90000000.0,239268602.0,126.0,7.495,3601.0,7,2022,6,7.278742664638123,High
32,675353,Sonic the Hedgehog 2,Action,297.805,Original Film,2022-04-08,110000000.0,402656846.0,122.0,7.599,3716.0,4,2022,4,7.365963528413911,High
33,568124,Encanto,Animation,281.488,Walt Disney Pictures,2021-10-13,50000000.0,253000000.0,102.0,7.654,7969.0,10,2021,2,7.525334596945033,High
34,324786,Hacksaw Ridge,Drama,269.007,Permut Presentations,2016-10-07,40000000.0,175302354.0,139.0,8.189,11951.0,10,2016,4,8.058585360203846,High
35,438148,Minions: The Rise of Gru,Animation,265.678,Universal Pictures,2022-06-29,85000000.0,939628210.0,87.0,7.465,2647.0,6,2022,2,7.20039895804771,High
36,453395,Doctor Strange in the Multiverse of Madness,Fantasy,255.096,Marvel Studios,2022-05-04,200000001.0,955775804.0,126.0,7.402,7054.0,5,2022,2,7.290005959771542,High
37,508947,Turning Red,Animation,249.16,Walt Disney Pictures,2022-03-10,190000000.0,18879922.0,100.0,7.49,3955.0,3,2022,3,7.290201816347125,High
38,580489,Venom: Let There Be Carnage,Science Fiction,237.124,Marvel Entertainment,2021-09-30,110000000.0,506863592.0,97.0,6.873,8704.0,9,2021,3,6.834562242374279,High
39,882598,Smile,Horror,232.655,Paramount Players,2022-09-23,17000000.0,216135048.0,115.0,6.787,1758.0,9,2022,4,6.682939086294416,High
40,672,Harry Potter and the Chamber of Secrets,Adventure,231.706,Warner Bros. Pictures,2002-11-13,100000000.0,876688482.0,161.0,7.722,19555.0,11,2002,2,7.662549744587691,High
41,717728,Jeepers Creepers: Reborn,Horror,230.032,Screen Media Films,2022-09-15,5000000.0,5954938.0,88.0,5.775,649.0,9,2022,3,6.214660400242571,High
42,830784,"Lyle, Lyle, Crocodile",Comedy,227.257,Hutch Parker Entertainment,2022-10-07,50000000.0,104088441.0,106.0,7.583,357.0,10,2022,4,6.784915991156963,High
43,674,Harry Potter and the Goblet of Fire,Adventure,220.17,Warner Bros. Pictures,2005-11-16,150000000.0,895921036.0,157.0,7.817,18491.0,11,2005,2,7.74943035247037,High
44,539681,DC League of Super-Pets,Animation,218.057,Warner Animation Group,2022-07-27,90000000.0,203000000.0,105.0,7.423,1136.0,7,2022,2,6.990883895131086,High
45,671,Harry Potter and the Philosopher's Stone,Adventure,215.424,Warner Bros. Pictures,2001-11-16,125000000.0,976475550.0,152.0,7.913,24348.0,11,2001,4,7.857255957077482,High
46,850028,"Alice, Darling",Drama,207.423,Babe Nation Films,2022-12-30,15000000.0,113346.0,90.0,6.1,50.0,12,2022,4,6.48095238095238,High
47,808,Shrek,Animation,207.13,DreamWorks Pictures,2001-05-18,60000000.0,487853320.0,90.0,7.716,14992.0,5,2001,4,7.639961980990495,High
48,767,Harry Potter and the Half-Blood Prince,Adventure,204.97,Warner Bros. Pictures,2009-07-07,250000000.0,933959197.0,153.0,7.7,17383.0,7,2009,1,7.634722297775118,High
49,12445,Harry Potter and the Deathly Hallows: Part 2,Fantasy,204.577,Warner Bros. Pictures,2011-07-07,125000000.0,1341511219.0,130.0,8.112,18459.0,7,2011,3,8.029159155146719,High
50,299534,Avengers: Endgame,Adventure,201.42,Marvel Studios,2019-04-24,356000000.0,2799439100.0,181.0,8.268,22759.0,4,2019,2,8.193586093690813,High
51,438695,Sing 2,Animation,195.589,Universal Pictures,2021-12-01,85000000.0,406000000.0,110.0,8.0,3541.0,12,2021,2,7.669676282757102,High
52,675,Harry Potter and the Order of the Phoenix,Adventure,195.015,Warner Bros. Pictures,2007-06-28,150000000.0,938212738.0,138.0,7.7,17471.0,6,2007,3,7.635033295436089,High
53,338953,Fantastic Beasts: The Secrets of Dumbledore,Fantasy,190.547,Warner Bros. Pictures,2022-04-06,200000000.0,406950844.0,142.0,6.8,3349.0,4,2022,2,6.731018624971258,High
54,337167,Fifty Shades Freed,Drama,188.422,Universal Pictures,2018-01-17,55000000.0,368307760.0,105.0,6.699,7194.0,1,2018,2,6.674713937027093,High
55,744276,After Ever Happy,Romance,186.003,Voltage Pictures,2022-08-24,15000000.0,12467270.0,95.0,6.881,792.0,8,2022,2,6.668388392857143,High
56,24428,The Avengers,Science Fiction,185.145,Marvel Studios,2012-04-25,220000000.0,1518815515.0,143.0,7.707,28260.0,4,2012,2,7.66574914559125,High
57,673,Harry Potter and the Prisoner of Azkaban,Adventure,183.403,Warner Bros. Pictures,2004-05-31,130000000.0,789804554.0,141.0,8.021,19192.0,5,2004,0,7.945673137876387,High
58,854239,Till,Drama,181.249,Metro,2022-10-14,15000000.0,8900000.0,131.0,7.523,107.0,10,2022,4,6.598880758807588,High
59,324552,John Wick: Chapter 2,Action,178.59,Thunder Road,2017-02-08,40000000.0,171539887.0,122.0,7.295,10978.0,2,2017,2,7.228628318584071,High
60,760161,Orphan: First Kill,Horror,178.546,Dark Castle Entertainment,2022-07-27,15000000.0,9572765.0,99.0,6.8,1574.0,7,2022,2,6.683449883449883,High
61,10138,Iron Man 2,Adventure,176.127,Marvel Studios,2010-04-28,200000000.0,623933331.0,124.0,6.831,19011.0,4,2010,2,6.8144590974963775,High
62,216015,Fifty Shades of Grey,Drama,168.905,Focus Features,2015-02-11,40000000.0,571006128.0,125.0,5.9,10758.0,2,2015,2,5.95102908657935,High
63,397243,The Autopsy of Jane Doe,Horror,168.901,IM Global,2016-12-21,15000000.0,5972942.0,86.0,6.733,3593.0,12,2016,2,6.682270629218375,High
64,526896,Morbius,Action,164.75,Columbia Pictures,2022-03-30,75000000.0,167460961.0,105.0,6.181,3385.0,3,2022,2,6.253748004561004,High
65,12444,Harry Potter and the Deathly Hallows: Part 1,Adventure,164.649,Warner Bros. Pictures,2010-10-06,250000000.0,954305868.0,146.0,7.768,17100.0,10,2010,2,7.697944751381216,High
66,524434,Eternals,Science Fiction,163.861,Marvel Studios,2021-11-03,200000000.0,402064899.0,156.0,6.988,6910.0,11,2021,2,6.926305941845765,High
67,756999,The Black Phone,Horror,162.853,Universal Pictures,2022-06-22,17000000.0,161440742.0,103.0,7.777,3585.0,6,2022,2,7.498483097055617,High
68,102899,Ant-Man,Science Fiction,162.175,Marvel Studios,2015-07-14,130000000.0,519311965.0,117.0,7.084,18059.0,7,2015,1,7.053358308410725,High
69,752623,The Lost City,Action,161.315,Paramount,2022-03-24,74000000.0,190844029.0,112.0,6.654,2567.0,3,2022,3,6.610826464816372,High
70,99861,Avengers: Age of Ultron,Action,160.486,Marvel Studios,2015-04-22,365000000.0,1405403694.0,141.0,7.282,21001.0,4,2015,2,7.246456161083587,High
71,38757,Tangled,Animation,158.926,Walt Disney Animation Studios,2010-11-24,260000000.0,592461732.0,100.0,7.6,10051.0,11,2010,2,7.500461496697131,High
72,811656,Potworny,Horror,158.194,Burning Sky Films,2022-05-13,15000000.0,138450.0,89.0,6.1,195.0,5,2022,4,6.434728033472803,High
73,458156,John Wick: Chapter 3 - Parabellum,Action,157.709,Thunder Road,2019-05-15,55000000.0,326709727.0,131.0,7.435,8693.0,5,2019,2,7.338538636129165,High
74,50014,The Help,Drama,157.675,1492 Pictures,2011-08-09,25000000.0,216639112.0,146.0,8.2,7011.0,8,2011,1,7.987791786293845,High
75,406759,Moonfall,Science Fiction,156.966,Centropolis Entertainment,2022-02-03,146000000.0,67295363.0,130.0,6.4,2255.0,2,2022,3,6.430721966205838,High
76,385128,F9,Action,153.43,Universal Pictures,2021-05-19,200000000.0,726229501.0,143.0,7.202,6033.0,5,2021,2,7.102184842883549,High
77,809,Shrek 2,Animation,153.021,DreamWorks Pictures,2004-05-19,150000000.0,928760770.0,93.0,7.2,10783.0,5,2004,2,7.140592378850887,High
78,566525,Shang-Chi and the Legend of the Ten Rings,Action,152.859,Marvel Studios,2021-09-01,150000000.0,432243292.0,132.0,7.6,7803.0,9,2021,2,7.475042599113938,High
79,1726,Iron Man,Action,152.652,Marvel Studios,2008-04-30,140000000.0,585174222.0,126.0,7.632,24023.0,4,2008,2,7.586761619310234,High
80,22,Pirates of the Caribbean: The Curse of the Black Pearl,Adventure,151.905,Walt Disney Pictures,2003-07-09,140000000.0,655011224.0,143.0,7.783,18487.0,7,2003,2,7.717161235695592,High
81,791373,Zack Snyder's Justice League,Action,151.385,Warner Bros. Pictures,2021-03-18,70000000.0,657900000.0,242.0,8.219,8636.0,3,2021,3,8.040606475716064,High
82,157336,Interstellar,Adventure,151.161,Legendary Pictures,2014-11-05,165000000.0,701729206.0,169.0,8.391,30708.0,11,2014,2,8.33136205374038,High
83,585,"Monsters, Inc.",Animation,150.187,Pixar,2001-11-01,115000000.0,579707738.0,92.0,7.827,16498.0,11,2001,3,7.751162761458453,High
84,818397,Memory,Action,148.473,Black Bear Pictures,2022-04-28,15000000.0,11300000.0,114.0,7.0,1113.0,4,2022,3,6.763369616658779,High
85,335787,Uncharted,Action,147.231,Columbia Pictures,2022-02-10,120000000.0,401748820.0,116.0,7.043,4461.0,2,2022,3,6.94356766160044,High
86,423108,The Conjuring: The Devil Made Me Do It,Horror,146.814,New Line Cinema,2021-05-25,39000000.0,206431050.0,111.0,7.5,4946.0,5,2021,1,7.331819710729903,High
87,354912,Coco,Family,144.713,Pixar,2017-10-27,175000000.0,800526015.0,105.0,8.2,17074.0,10,2017,4,8.105942237468186,High
88,436969,The Suicide Squad,Action,144.638,DC Films,2021-07-28,185000000.0,168717425.0,132.0,7.594,7081.0,7,2021,2,7.458620715258013,High
89,830788,The Invitation,Horror,142.505,Screen Gems,2022-08-24,10000000.0,33628000.0,105.0,6.4,471.0,8,2022,2,6.467980965329707,High
90,639933,The Northman,Action,142.497,New Regency Pictures,2022-04-07,70000000.0,69633110.0,137.0,7.112,3197.0,4,2022,3,6.966181558255898,High
91,593643,The Menu,Horror,141.43,Hyperobject Industries,2022-11-17,35000000.0,79628200.0,107.0,7.233,2569.0,11,2022,3,7.027620341832447,High
92,10192,Shrek Forever After,Comedy,141.218,DreamWorks Animation,2010-05-16,165000000.0,752600867.0,93.0,6.3,6410.0,5,2010,6,6.326990553306342,High
93,68721,Iron Man 3,Action,141.099,Marvel Studios,2013-04-18,200000000.0,1214811252.0,130.0,6.927,20415.0,4,2013,3,6.907060705113238,High
94,285,Pirates of the Caribbean: At World's End,Adventure,140.868,Jerry Bruckheimer Films,2007-05-19,300000000.0,961000000.0,169.0,7.237,12814.0,5,2007,5,7.183648327783408,High
95,814757,Empire of Light,Drama,139.341,Searchlight Pictures,2022-12-09,15000000.0,5251349.0,115.0,6.614,145.0,12,2022,4,6.514436681222708,High
96,7445,Brothers,Drama,139.175,Lionsgate,2009-01-22,26000000.0,43318349.0,105.0,7.292,2866.0,1,2009,3,7.087137092602172,High
97,537915,After,Romance,139.036,CalMaple Films,2019-04-11,14000000.0,69497587.0,106.0,7.16,7505.0,4,2019,3,7.082398589065256,High
98,139038,A Haunted House,Comedy,137.953,Endgame Entertainment,2013-01-11,2500000.0,60141683.0,86.0,5.783,1519.0,1,2013,4,6.067636760619294,High
99,1865,Pirates of the Caribbean: On Stranger Tides,Adventure,137.609,Walt Disney Pictures,2011-05-14,380000000.0,1045713802.0,137.0,6.528,12668.0,5,2011,5,6.52595141937372,High
100,11688,The Emperor's New Groove,Adventure,135.909,Walt Disney Pictures,2000-12-15,100000000.0,169327687.0,78.0,7.5,5858.0,12,2000,4,7.354184893554972,High
101,168259,Furious 7,Action,134.027,Universal Pictures,2015-04-01,190000000.0,1515047671.0,137.0,7.233,9545.0,4,2015,2,7.163488383119962,High
102,497828,Triangle of Sadness,Comedy,134.015,30WEST,2022-09-23,15600000.0,24733572.0,147.0,7.275,1070.0,9,2022,4,6.900603864734299,High
103,12,Finding Nemo,Animation,133.989,Pixar,2003-05-30,94000000.0,940335536.0,100.0,7.824,17382.0,5,2003,4,7.7519730170819265,High
104,138843,The Conjuring,Horror,132.794,Evergreen Media Group,2013-07-18,13000000.0,320406242.0,112.0,7.537,10199.0,7,2013,3,7.444402446647023,High
105,459151,The Boss Baby: Family Business,Animation,132.69,DreamWorks Animation,2021-07-01,82000000.0,146745280.0,107.0,7.472,2169.0,7,2021,3,7.165278636793942,High
106,508943,Luca,Animation,132.456,Pixar,2021-06-17,200000000.0,49750471.0,95.0,7.9,7127.0,6,2021,3,7.727734711455641,High
107,420818,The Lion King,Adventure,131.16,Walt Disney Pictures,2019-07-12,260000000.0,1663075401.0,118.0,7.131,9015.0,7,2019,4,7.067994508237644,High
108,614934,Elvis,Drama,130.909,Bazmark Films,2022-06-22,85000000.0,286000000.0,159.0,7.669,2311.0,6,2022,2,7.315934460887949,High
109,335984,Blade Runner 2049,Science Fiction,130.233,Torridon Films,2017-10-04,150000000.0,259239658.0,164.0,7.525,11611.0,10,2017,2,7.443721750852431,High
110,384018,Fast & Furious Presents: Hobbs & Shaw,Action,130.097,Universal Pictures,2019-08-01,200000000.0,760098996.0,137.0,6.865,6149.0,8,2019,3,6.813943908238914,High
111,718789,Lightyear,Animation,129.887,Walt Disney Pictures,2022-06-15,200000000.0,226425420.0,105.0,7.1,2650.0,6,2022,2,6.935616438356164,High
112,287947,Shazam!,Action,129.047,New Line Cinema,2019-03-29,80000000.0,366080049.0,132.0,7.039,8252.0,3,2019,4,6.980742325983571,High
113,417859,Puss in Boots,Action,129.022,DreamWorks Animation,2011-10-27,130000000.0,554987477.0,90.0,6.521,3204.0,10,2011,3,6.516004757373929,High
114,744275,After We Fell,Romance,126.887,Voltage Pictures,2021-09-01,14000000.0,21500000.0,99.0,7.13,2116.0,9,2021,2,6.927817715019256,High
115,637649,Wrath of Man,Action,126.553,Miramax,2021-04-22,40000000.0,103966489.0,119.0,7.682,4197.0,4,2021,3,7.454561092938235,High
116,807356,Watcher,Mystery,126.479,Imagenation Abu Dhabi FZ,2022-06-03,15000000.0,2667033.0,96.0,6.585,489.0,6,2022,4,6.527914707857622,High
117,626735,Dog,Drama,125.36,Metro,2022-02-17,20000000.0,77263354.0,102.0,7.4,1139.0,2,2022,3,6.979242636746143,High
118,91314,Transformers: Age of Extinction,Science Fiction,125.291,Paramount,2014-06-25,210000000.0,1104054072.0,165.0,5.894,7134.0,6,2014,2,5.968502089992624,High
119,613504,After We Collided,Romance,124.669,Voltage Pictures,2020-09-02,15000000.0,42000000.0,105.0,7.221,4874.0,9,2020,2,7.098255703098399,High
120,2062,Ratatouille,Animation,123.968,Pixar,2007-06-28,150000000.0,623726000.0,111.0,7.794,14989.0,6,2007,3,7.713069360185127,High
121,399566,Godzilla vs. Kong,Action,122.902,Legendary Pictures,2021-03-24,200000000.0,470116094.0,114.0,7.702,8582.0,3,2021,2,7.576556460029221,High
122,648579,The Unbearable Weight of Massive Talent,Action,122.606,Saturn Films,2022-04-20,30000000.0,29116320.0,107.0,6.777,1061.0,4,2022,2,6.642599223677827,High
123,760104,X,Horror,122.264,A24,2022-03-17,10000000.0,14779858.0,106.0,6.778,1758.0,3,2022,3,6.677202320522118,High
124,624860,The Matrix Resurrections,Science Fiction,122.226,Warner Bros. Pictures,2021-12-16,190000000.0,156497322.0,147.0,6.5,4572.0,12,2021,3,6.5,High
125,102382,The Amazing Spider-Man 2,Action,121.075,Marvel Entertainment,2014-04-16,200000000.0,708962323.0,141.0,6.488,11804.0,4,2014,2,6.488937207122775,High
126,801071,The Jack in the Box: Awakening,Horror,119.814,Fowler Media,2022-02-24,15000000.0,195189.0,89.0,6.431,260.0,2,2022,3,6.485761904761905,High
127,363088,Ant-Man and the Wasp,Action,119.474,Marvel Studios,2018-07-04,140000000.0,622674139.0,119.0,6.961,11943.0,7,2018,2,6.925382291586185,High
128,271110,Captain America: Civil War,Adventure,119.346,Marvel Studios,2016-04-27,250000000.0,1153337496.0,147.0,7.438,20848.0,4,2016,2,7.395067008421823,High
129,629542,The Bad Guys,Animation,118.852,DreamWorks Animation,2022-03-17,80000000.0,250162278.0,100.0,7.7,1407.0,3,2022,3,7.201454092230993,High
130,18785,The Hangover,Comedy,117.824,Legendary Pictures,2009-06-02,35000000.0,469310836.0,100.0,7.309,15228.0,6,2009,1,7.259147892531428,High
131,59440,Warrior,Drama,117.473,Lionsgate,2011-09-09,25000000.0,23308615.0,140.0,7.84,3991.0,9,2011,4,7.571516730114205,High
132,310,Bruce Almighty,Fantasy,117.276,Pit Bull Productions,2003-05-23,80000000.0,484592874.0,101.0,6.7,9639.0,5,2003,4,6.681201240718113,High
133,70981,Prometheus,Science Fiction,114.592,Dune Entertainment,2012-05-30,130000000.0,403354469.0,124.0,6.5,10820.0,5,2012,2,6.5,High
134,76338,Thor: The Dark World,Action,113.743,Marvel Studios,2013-10-30,170000000.0,644571402.0,112.0,6.552,15786.0,10,2013,2,6.548902180388419,High
135,330457,Frozen II,Family,112.847,Walt Disney Pictures,2019-11-20,150000000.0,1450026933.0,103.0,7.281,8708.0,11,2019,2,7.200550885867326,High
136,476669,The King's Man,Action,112.821,Marv Films,2021-12-22,100000000.0,125928656.0,131.0,6.8,3572.0,12,2021,2,6.734383202099737,High
137,315635,Spider-Man: Homecoming,Action,112.446,Marvel Studios,2017-07-05,175000000.0,880166924.0,133.0,7.35,19804.0,7,2017,2,7.3091424726014225,High
138,228150,Fury,War,112.418,Columbia Pictures,2014-10-15,68000000.0,211817906.0,135.0,7.5,10559.0,10,2014,2,7.413487325893243,High
139,269149,Zootopia,Animation,111.664,Walt Disney Pictures,2016-02-11,150000000.0,1023784195.0,109.0,7.746,14669.0,2,2016,3,7.666479928521285,High
140,293660,Deadpool,Action,111.427,20th Century Fox,2016-02-09,58000000.0,783100000.0,108.0,7.602,28061.0,2,2016,1,7.564079763256598,High
141,39254,Real Steel,Action,111.402,Touchstone Pictures,2011-09-28,110000000.0,299268508.0,127.0,6.955,7156.0,9,2011,2,6.899212849435998,High
142,245891,John Wick,Action,110.944,87Eleven,2014-10-22,20000000.0,88761661.0,101.0,7.388,16700.0,10,2014,2,7.337830508474576,High
143,198663,The Maze Runner,Action,110.595,20th Century Fox,2014-09-10,34000000.0,348319861.0,113.0,7.17,15343.0,9,2014,2,7.129003854861409,High
144,460465,Mortal Kombat,Action,110.478,New Line Cinema,2021-04-07,20000000.0,84426031.0,110.0,7.1,5127.0,4,2021,2,7.002072792557532,High
145,337404,Cruella,Comedy,110.44,Walt Disney Pictures,2021-05-26,200000000.0,233503234.0,134.0,8.083,7999.0,5,2021,2,7.907091565729526,High
146,527774,Raya and the Last Dragon,Animation,109.791,Walt Disney Pictures,2021-03-03,100000000.0,130423032.0,107.0,7.937,5891.0,3,2021,2,7.728467131040489,High
147,425,Ice Age,Animation,109.263,20th Century Fox,2002-03-10,59000000.0,383257136.0,81.0,7.34,11802.0,3,2002,6,7.274385252304326,High
148,10198,The Princess and the Frog,Romance,108.825,Walt Disney Pictures,2009-12-08,105000000.0,270997378.0,98.0,7.2,4787.0,12,2009,1,7.079039225851045,High
149,337339,The Fate of the Furious,Action,108.59,Original Film,2017-04-12,250000000.0,1238764765.0,136.0,6.892,9324.0,4,2017,2,6.854030220844635,High
150,324857,Spider-Man: Into the Spider-Verse,Action,108.301,Columbia Pictures,2018-12-14,90000000.0,375540831.0,117.0,8.406,12468.0,12,2018,4,8.26447935847936,High
151,477462,The Twin,Horror,107.947,Don Films,2022-04-06,2620000.0,492000.0,109.0,6.0,130.0,4,2022,2,6.442477876106195,High
152,640,Catch Me If You Can,Drama,107.79,Parkes/MacDonald Productions,2002-12-16,52000000.0,352114312.0,141.0,7.96,13570.0,12,2002,0,7.859794097460535,High
153,379686,Space Jam: A New Legacy,Family,107.735,Warner Bros. Pictures,2021-07-08,161900000.0,162892228.0,115.0,6.9,3481.0,7,2021,3,6.810734211113591,High
154,460458,Resident Evil: Welcome to Raccoon City,Horror,107.16,Constantin Film,2021-11-24,40000000.0,38600612.0,107.0,6.1,1991.0,11,2021,2,6.233734536944166,High
155,106646,The Wolf of Wall Street,Crime,106.47,EMJAG Productions,2013-12-25,100000000.0,392000000.0,180.0,8.0,21175.0,12,2013,2,7.932356257046224,High
156,454626,Sonic the Hedgehog,Action,106.445,Paramount,2020-02-12,85000000.0,319715683.0,99.0,7.4,8534.0,2,2020,2,7.305601006922592,High
157,438631,Dune,Science Fiction,106.42,Legendary Pictures,2021-10-22,165000000.0,402027830.0,155.0,7.744,6954.0,10,2021,4,7.587600704048278,High
158,260514,Cars 3,Animation,106.248,Pixar,2017-06-15,175000000.0,383925276.0,102.0,6.8,4928.0,6,2017,3,6.749392712550607,High
159,512195,Red Notice,Action,105.783,Flynn Picture Company,2021-11-04,160000000.0,178143.0,118.0,6.795,4664.0,11,2021,3,6.742916666666667,High
160,335983,Venom,Science Fiction,105.602,Matt Tolmach Productions,2018-09-28,116000000.0,855013954.0,112.0,6.831,14285.0,9,2018,4,6.809344782466471,High
161,585245,Clifford the Big Red Dog,Family,105.602,Paramount,2021-11-10,64000000.0,107347356.0,97.0,7.3,1510.0,11,2021,2,6.981274900398406,High
162,284052,Doctor Strange,Action,104.302,Marvel Studios,2016-10-25,165000000.0,677796076.0,115.0,7.425,20224.0,10,2016,1,7.381417263475311,High
163,135397,Jurassic World,Action,104.103,Amblin Entertainment,2015-06-12,150000000.0,1671537444.0,124.0,6.678,18860.0,6,2015,4,6.669037260825781,High
164,155,The Dark Knight,Drama,104.022,DC Comics,2008-07-14,185000000.0,1004558444.0,152.0,8.508,29330.0,7,2008,0,8.441794922518955,High
165,615457,Nobody,Action,103.865,87North Productions,2021-03-18,17000000.0,61779301.0,92.0,8.077,5590.0,3,2021,3,7.837698027314112,High
166,10195,Thor,Adventure,103.396,Marvel Studios,2011-04-21,150000000.0,449326618.0,115.0,6.767,19356.0,4,2011,3,6.753883474159953,High
167,1930,The Amazing Spider-Man,Action,103.377,Marvel Entertainment,2012-06-23,215000000.0,757930663.0,136.0,6.682,15788.0,6,2012,5,6.671158923040268,High
168,817758,TÁR,Drama,103.031,Focus Features,2022-09-23,35000000.0,5250783.0,158.0,7.22,530.0,9,2022,4,6.749411764705882,High
169,259693,The Conjuring 2,Horror,102.582,New Line Cinema,2016-06-08,40000000.0,321834351.0,134.0,7.288,7448.0,6,2016,2,7.194723484848485,High
170,810,Shrek the Third,Fantasy,102.464,DreamWorks Animation,2007-05-17,160000000.0,813367380.0,93.0,6.281,7925.0,5,2007,3,6.3055378151260495,High
171,120,The Lord of the Rings: The Fellowship of the Ring,Adventure,102.074,New Line Cinema,2001-12-18,93000000.0,871368364.0,179.0,8.394,22386.0,12,2001,1,8.313011374326521,High
172,529203,The Croods: A New Age,Animation,102.028,Universal Pictures,2020-11-25,65000000.0,215905815.0,95.0,7.532,3287.0,11,2020,2,7.291272218334499,High
173,420809,Maleficent: Mistress of Evil,Family,101.739,Walt Disney Pictures,2019-10-16,185000000.0,491730089.0,119.0,7.345,5409.0,10,2019,2,7.21315415821501,High
